"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Hungary","HUN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"IBRD only","IBD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07730916306449","","","","","","","","","","1.0804225610526","","","","","","","","","","","","","","","1.08068623726026","","","","","","","",
"IDA & IBRD total","IBT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01189114960587","","","","","","","","","","1.01551598412016","","","","","","","","","","","","","","","1.01261655365677","","","","","","","",
"IDA total","IDA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.824065027164167","","","","","","","","","","0.829151261547051","","","","","","","","","","","","","","","0.819309186630458","","","","","","","",
"IDA blend","IDB","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2194958360539","","","","","","","","","","1.21655424593511","","","","","","","","","","","","","","","1.21526820672825","","","","","","","",
"Indonesia","IDN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.71005538043132","","","","","","","","","","7.71005538040808","","","","","","","","","","","","","","","7.71005538043145","","","","","","","",
"IDA only","IDX","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73928345424349","","","","","","","","","","0.745863178049971","","","","","","","","","","","","","","","0.735206436345199","","","","","","","",
"Isle of Man","IMN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82028576192576","","","","","","","","","","3.82028576192973","","","","","","","","","","","","","","","3.82028576193246","","","","","","","",
"India","IND","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25039652141235","","","","","","","","","","1.25039652141667","","","","","","","","","","","","","","","1.25039652141578","","","","","","","",
"Not classified","INX","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05292798663825","","","","","","","","","","2.05292798664847","","","","","","","","","","","","","","","2.05292798664752","","","","","","","",
"Iran, Islamic Rep.","IRN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.780218808053902","","","","","","","","","","0.780218808050602","","","","","","","","","","","","","","","0.780218808051936","","","","","","","",
"Iraq","IRQ","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.88026769557287","","","","","","","","","","2.88026769556826","","","","","","","","","","","","","","","2.88026769556178","","","","","","","",
"Iceland","ISL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8616609483011","","","","","","","","","","1.86166094829237","","","","","","","","","","","","","","","1.86166094829309","","","","","","","",
"Israel","ISR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.493446011371123","","","","","","","","","","0.493446011370452","","","","","","","","","","","","","","","0.493446011370041","","","","","","","",
"Italy","ITA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.28171440430897","","","","","","","","","","3.28171440431553","","","","","","","","","","","","","","","3.28171440431111","","","","","","","",
"Jamaica","JAM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.80325553379638","","","","","","","","","","4.80325553379205","","","","","","","","","","","","","","","4.80325553379893","","","","","","","",
"Jordan","JOR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00426687907154533","","","","","","","","","","0.00426687907154424","","","","","","","","","","","","","","","0.00426687907154254","","","","","","","",
"Japan","JPN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.25499866560682","","","","","","","","","","3.25499866560773","","","","","","","","","","","","","","","3.25499866561465","","","","","","","",
"Kazakhstan","KAZ","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Kenya","KEN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.274727760668259","","","","","","","","","","0.274727760668518","","","","","","","","","","","","","","","0.274727760666996","","","","","","","",
"Kyrgyz Republic","KGZ","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Cambodia","KHM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73514794553413","","","","","","","","","","1.73514794553161","","","","","","","","","","","","","","","1.73514794552964","","","","","","","",
"Kiribati","KIR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.5862121496187","","","","","","","","","","67.5862121496288","","","","","","","","","","","","","","","67.5862121496276","","","","","","","",
"St. Kitts and Nevis","KNA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.11338657702784","","","","","","","","","","8.11338657702419","","","","","","","","","","","","","","","8.11338657701625","","","","","","","",
"Korea, Rep.","KOR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98079254342248","","","","","","","","","","2.98079254341314","","","","","","","","","","","","","","","2.98079254341265","","","","","","","",
"Kuwait","KWT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.59160119947525","","","","","","","","","","8.59160119945315","","","","","","","","","","","","","","","8.59160119945102","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.19566994299797","","","","","","","","","","1.19552858525089","","","","","","","","","","","","","","","1.19302839715509","","","","","","","",
"Lao PDR","LAO","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Lebanon","LBN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.623546939881085","","","","","","","","","","0.623546939880013","","","","","","","","","","","","","","","0.623546939880373","","","","","","","",
"Liberia","LBR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10372857408925","","","","","","","","","","1.10372857408982","","","","","","","","","","","","","","","1.10372857408954","","","","","","","",
"Libya","LBY","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.479890991051367","","","","","","","","","","0.479890991050469","","","","","","","","","","","","","","","0.479890991052062","","","","","","","",
"St. Lucia","LCA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.62134351536912","","","","","","","","","","4.62134351536774","","","","","","","","","","","","","","","4.62134351537154","","","","","","","",
"Latin America & Caribbean","LCN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27461538923936","","","","","","","","","","1.27459962788283","","","","","","","","","","","","","","","1.27237840355223","","","","","","","",
"Least developed countries: UN classification","LDC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.625445755263476","","","","","","","","","","0.63206856180895","","","","","","","","","","","","","","","0.622750151682491","","","","","","","",
"Low income","LIC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.301757623909316","","","","","","","","","","0.31011327714468","","","","","","","","","","","","","","","0.303678085650324","","","","","","","",
"Liechtenstein","LIE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Sri Lanka","LKA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47658480132479","","","","","","","","","","3.47658480131435","","","","","","","","","","","","","","","3.47658480132331","","","","","","","",
"Lower middle income","LMC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73852712909327","","","","","","","","","","1.74585144136061","","","","","","","","","","","","","","","1.74625784081643","","","","","","","",
"Low & middle income","LMY","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0153212894691","","","","","","","","","","1.01903075179469","","","","","","","","","","","","","","","1.01556875510993","","","","","","","",
"Lesotho","LSO","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Late-demographic dividend","LTE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.976276480338914","","","","","","","","","","0.97138024681828","","","","","","","","","","","","","","","0.971968956881109","","","","","","","",
"Lithuania","LTU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.697016788383755","","","","","","","","","","0.697016788385278","","","","","","","","","","","","","","","0.697016788385351","","","","","","","",
"Luxembourg","LUX","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Latvia","LVA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.88345468654422","","","","","","","","","","1.88345468653957","","","","","","","","","","","","","","","1.88345468654043","","","","","","","",
"Macao SAR, China","MAC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.8797663279588","","","","","","","","","","46.879766327957","","","","","","","","","","","","","","","46.8797663279414","","","","","","","",
"St. Martin (French part)","MAF","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.892581326118","","","","","","","","","","26.8925813262263","","","","","","","","","","","","","","","26.8925813262449","","","","","","","",
"Morocco","MAR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.216119843145269","","","","","","","","","","0.216119843145398","","","","","","","","","","","","","","","0.216119843145701","","","","","","","",
"Monaco","MCO","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0869968009206","","","","","","","","","","21.0869968009206","","","","","","","","","","","","","","","21.0869968009206","","","","","","","",
"Moldova","MDA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Madagascar","MDG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.25938945719897","","","","","","","","","","1.25938945719895","","","","","","","","","","","","","","","1.25938945719906","","","","","","","",
"Maldives","MDV","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.4834020537307","","","","","","","","","","80.483402053733","","","","","","","","","","","","","","","80.4834020536923","","","","","","","",
"Middle East & North Africa","MEA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.638864447173985","","","","","","","","","","0.638923534357588","","","","","","","","","","","","","","","0.638337839515925","","","","","","","",
"Mexico","MEX","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.68482850822417","","","","","","","","","","2.68482850822223","","","","","","","","","","","","","","","2.68482850822463","","","","","","","",
"Marshall Islands","MHL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.7034220925405","","","","","","","","","","81.7034220925163","","","","","","","","","","","","","","","81.7034220925472","","","","","","","",
"Middle income","MIC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1565705788064","","","","","","","","","","1.15932841436232","","","","","","","","","","","","","","","1.15894589235104","","","","","","","",
"North Macedonia","MKD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Mali","MLI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Malta","MLT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.09445661697569","","","","","","","","","","7.09445661695569","","","","","","","","","","","","","","","7.09445661696985","","","","","","","",
"Myanmar","MMR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51455414604892","","","","","","","","","","4.51455414604538","","","","","","","","","","","","","","","4.51455414604067","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.635566874781515","","","","","","","","","","0.635566874779711","","","","","","","","","","","","","","","0.634695671520045","","","","","","","",
"Montenegro","MNE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.701665704119967","","","","","","","","","","0.701665704119545","","","","","","","","","","","","","","","0.701665704118328","","","","","","","",
"Mongolia","MNG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Northern Mariana Islands","MNP","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8832280350592","","","","","","","","","","12.8832280350523","","","","","","","","","","","","","","","12.8832280350592","","","","","","","",
"Mozambique","MOZ","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.06299817325133","","","","","","","","","","2.06299817325865","","","","","","","","","","","","","","","2.06299817325649","","","","","","","",
"Mauritania","MRT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08239953961211","","","","","","","","","","1.08239953960643","","","","","","","","","","","","","","","1.08239953960961","","","","","","","",
"Mauritius","MUS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52118232099693","","","","","","","","","","3.52118232100228","","","","","","","","","","","","","","","3.52118232099046","","","","","","","",
"Malawi","MWI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Malaysia","MYS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.89026185887744","","","","","","","","","","6.89026185885604","","","","","","","","","","","","","","","6.89026185884778","","","","","","","",
"North America","NAC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05529450854","","","","","","","","","","1.05535984144998","","","","","","","","","","","","","","","1.05503959457691","","","","","","","",
"Namibia","NAM","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20118229164798","","","","","","","","","","0.201182291647752","","","","","","","","","","","","","","","0.201182291648057","","","","","","","",
"New Caledonia","NCL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40773374745945","","","","","","","","","","5.40773374743369","","","","","","","","","","","","","","","5.40773374745699","","","","","","","",
"Niger","NER","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Nigeria","NGA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.10696169438517","","","","","","","","","","2.10696169437713","","","","","","","","","","","","","","","2.10696169438296","","","","","","","",
"Nicaragua","NIC","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.89345188779586","","","","","","","","","","5.89345188782694","","","","","","","","","","","","","","","5.89345188779541","","","","","","","",
"Netherlands","NLD","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.0084577000278","","","","","","","","","","52.0084577000233","","","","","","","","","","","","","","","52.0084577000958","","","","","","","",
"Norway","NOR","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.59868680764231","","","","","","","","","","1.59868680763992","","","","","","","","","","","","","","","1.59868680763801","","","","","","","",
"Nepal","NPL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"Nauru","NRU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5112911264077","","","","","","","","","","13.5112911264077","","","","","","","","","","","","","","","13.5112911264077","","","","","","","",
"New Zealand","NZL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.62627363120716","","","","","","","","","","4.62627363117093","","","","","","","","","","","","","","","4.62627363117754","","","","","","","",
"OECD members","OED","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27754691364412","","","","","","","","","","1.27726425047134","","","","","","","","","","","","","","","1.27710947399854","","","","","","","",
"Oman","OMN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.793991213306727","","","","","","","","","","0.793991213309043","","","","","","","","","","","","","","","0.793991213306997","","","","","","","",
"Other small states","OSS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.915370038627794","","","","","","","","","","0.918811852082665","","","","","","","","","","","","","","","0.921387563358742","","","","","","","",
"Pakistan","PAK","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30601857257062","","","","","","","","","","1.30601857257035","","","","","","","","","","","","","","","1.30601857256827","","","","","","","",
"Panama","PAN","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.49107718702907","","","","","","","","","","4.49107718703267","","","","","","","","","","","","","","","4.49107718702475","","","","","","","",
"Peru","PER","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.295481210158271","","","","","","","","","","0.295481210157615","","","","","","","","","","","","","","","0.295481210157947","","","","","","","",
"Philippines","PHL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.64931683190248","","","","","","","","","","4.64931683190498","","","","","","","","","","","","","","","4.64931683189432","","","","","","","",
"Palau","PLW","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.0184542499446","","","","","","","","","","16.0184542499446","","","","","","","","","","","","","","","16.0184542499446","","","","","","","",
"Papua New Guinea","PNG","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84186096929158","","","","","","","","","","3.84186096929028","","","","","","","","","","","","","","","3.84186096929376","","","","","","","",
"Poland","POL","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05983749101934","","","","","","","","","","1.05983749102001","","","","","","","","","","","","","","","1.05983749101733","","","","","","","",
"Pre-demographic dividend","PRE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.525335028969752","","","","","","","","","","0.529109928867374","","","","","","","","","","","","","","","0.524146118322994","","","","","","","",
"Puerto Rico","PRI","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7879510222042","","","","","","","","","","6.78795102220456","","","","","","","","","","","","","","","6.7879510222038","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66870356552738","","","","","","","","","","1.66870356553137","","","","","","","","","","","","","","","1.66870356551943","","","","","","","",
"Portugal","PRT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.68511220437977","","","","","","","","","","1.6851122043781","","","","","","","","","","","","","","","1.68511220438307","","","","","","","",
"Paraguay","PRY","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"West Bank and Gaza","PSE","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.147112482262412","","","","","","","","","","0.147112482262387","","","","","","","","","","","","","","","0.147112482262363","","","","","","","",
"Pacific island small states","PSS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.08369419373405","","","","","","","","","","8.0836941937218","","","","","","","","","","","","","","","8.08369419371321","","","","","","","",
"Post-demographic dividend","PST","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.22632465096897","","","","","","","","","","1.22603671183283","","","","","","","","","","","","","","","1.22441545610782","","","","","","","",
"French Polynesia","PYF","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0458582717546","","","","","","","","","","30.0458582719127","","","","","","","","","","","","","","","30.0458582717511","","","","","","","",
"Qatar","QAT","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5571811332171","","","","","","","","","","11.5571811331806","","","","","","","","","","","","","","","11.5571811331815","","","","","","","",
"Romania","ROU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.38536239805941","","","","","","","","","","1.38536239806429","","","","","","","","","","","","","","","1.38536239806098","","","","","","","",
"Russian Federation","RUS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.67458641096654","","","","","","","","","","0.674586410973219","","","","","","","","","","","","","","","0.674586410966513","","","","","","","",
"Rwanda","RWA","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","0","","","","","","","","","","","","","","","0","","","","","","","",
"South Asia","SAS","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.47135588860184","","","","","","","","","","1.47338228123194","","","","","","","","","","","","","","","1.47355902398878","","","","","","","",
"Saudi Arabia","SAU","Land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38059515092178","","","","","","","","","","0.380595150919816","","","","","","","","","","","","","","","0.38059515092117","","","","","","","",
